name	YB1_aer_MinION_count	YB1_aer_0508_count	YB1_ana_v2_count	YB1_ana_0507_count	YB1_ana_0508_count	YB1_aer_clone_0516_count	YB1_ana_clone_0516_count	SL7207_aer_0507_count	SL7207_aer_0509_count	SL7207_ana_0509_count	dAsd_aer_0511_count	dAsd_ana_0512_count	dAsd_aer_0514_count	dAsd_ana_0514_count	PW_aer_0515_count	PW_ana_0515_count	YB1_aer_MinION_cpm	YB1_aer_0508_cpm	YB1_ana_v2_cpm	YB1_ana_0507_cpm	YB1_ana_0508_cpm	YB1_aer_clone_0516_cpm	YB1_ana_clone_0516_cpm	SL7207_aer_0507_cpm	SL7207_aer_0509_cpm	SL7207_ana_0509_cpm	dAsd_aer_0511_cpm	dAsd_ana_0512_cpm	dAsd_aer_0514_cpm	dAsd_ana_0514_cpm	PW_aer_0515_cpm	PW_ana_0515_cpm
SL1344_RS20650	0	2	2	2	2	5	4	3	6	0	5	9	0	5	0	3	0.00	2.34	14.43	2.40	4.02	5.83	4.83	4.15	10.12	0.00	5.62	9.73	0.00	5.30	0.00	3.29
yihS	0	1	0	1	1	3	2	0	1	3	1	3	0	1	0	1	0.00	1.17	0.00	1.20	2.01	3.50	2.41	0.00	1.69	2.32	1.12	3.24	0.00	1.06	0.00	1.10
yihT	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
yihU	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0.00	0.00	7.21	0.00	0.00	1.17	1.21	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS20670	1	4	1	2	0	2	0	0	0	2	1	5	0	0	1	2	3.51	4.67	7.21	2.40	0.00	2.33	0.00	0.00	0.00	1.55	1.12	5.41	0.00	0.00	1.05	2.19
SL1344_RS20675	0	6	0	3	2	7	2	0	5	8	5	5	0	5	1	4	0.00	7.01	0.00	3.60	4.02	8.16	2.41	0.00	8.44	6.20	5.62	5.41	0.00	5.30	1.05	4.39
yihX	2	14	2	7	5	10	14	9	4	9	4	14	6	6	3	10	7.02	16.36	14.43	8.41	10.06	11.66	16.89	12.46	6.75	6.97	4.50	15.14	19.91	6.36	3.15	10.97
SL1344_RS20685	1	16	2	5	7	12	18	10	5	14	10	13	6	23	9	17	3.51	18.69	14.43	6.01	14.09	13.99	21.72	13.84	8.44	10.85	11.24	14.06	19.91	24.38	9.45	18.64
dtd	0	7	1	5	6	10	11	9	6	13	12	8	5	19	7	13	0.00	8.18	7.21	6.01	12.07	11.66	13.27	12.46	10.12	10.07	13.49	8.65	16.59	20.14	7.35	14.26
fabY	0	11	1	3	8	10	6	11	6	15	11	9	6	12	10	11	0.00	12.85	7.21	3.60	16.10	11.66	7.24	15.23	10.12	11.62	12.37	9.73	19.91	12.72	10.50	12.06
SL1344_RS20700	0	12	0	5	5	6	7	12	2	16	8	7	8	14	6	9	0.00	14.02	0.00	6.01	10.06	7.00	8.45	16.61	3.37	12.40	8.99	7.57	26.55	14.84	6.30	9.87
SL1344_RS20705	1	4	0	1	1	6	6	8	3	6	10	7	2	7	2	6	3.51	4.67	0.00	1.20	2.01	7.00	7.24	11.07	5.06	4.65	11.24	7.57	6.64	7.42	2.10	6.58
SL1344_RS20710	2	1	0	2	2	5	2	3	3	6	4	0	1	0	2	0	7.02	1.17	0.00	2.40	4.02	5.83	2.41	4.15	5.06	4.65	4.50	0.00	3.32	0.00	2.10	0.00
SL1344_RS20715	1	0	0	1	0	4	2	2	3	0	5	1	0	1	3	2	3.51	0.00	0.00	1.20	0.00	4.66	2.41	2.77	5.06	0.00	5.62	1.08	0.00	1.06	3.15	2.19
SL1344_RS20720	2	3	0	5	3	5	3	9	6	8	7	0	1	1	12	5	7.02	3.50	0.00	6.01	6.04	5.83	3.62	12.46	10.12	6.20	7.87	0.00	3.32	1.06	12.60	5.48
fdhE	9	20	3	25	18	25	16	11	25	37	15	16	8	16	23	19	31.60	23.37	21.64	30.03	36.22	29.15	19.30	15.23	42.18	28.66	16.87	17.30	26.55	16.96	24.15	20.84
fdoI	6	17	0	24	15	34	9	6	17	24	10	7	7	17	11	9	21.07	19.86	0.00	28.83	30.19	39.65	10.86	8.31	28.68	18.59	11.24	7.57	23.23	18.02	11.55	9.87
fdxH	3	15	1	11	7	21	3	7	19	13	2	2	0	2	7	5	10.53	17.52	7.21	13.21	14.09	24.49	3.62	9.69	32.06	10.07	2.25	2.16	0.00	2.12	7.35	5.48
fdnG	35	79	18	43	38	56	20	117	104	86	5	9	1	10	80	21	122.90	92.30	129.84	51.65	76.47	65.31	24.13	161.95	175.46	66.63	5.62	9.73	3.32	10.60	84.00	23.03
fdhD	2	15	0	17	9	4	20	13	9	22	14	15	7	17	7	16	7.02	17.52	0.00	20.42	18.11	4.66	24.13	17.99	15.18	17.04	15.74	16.22	23.23	18.02	7.35	17.55
SL1344_RS20755	1	10	0	8	3	5	3	15	16	9	3	3	3	5	6	2	3.51	11.68	0.00	9.61	6.04	5.83	3.62	20.76	26.99	6.97	3.37	3.24	9.96	5.30	6.30	2.19
SL1344_RS20760	1	3	0	2	1	0	1	0	6	3	1	0	0	0	1	1	3.51	3.50	0.00	2.40	2.01	0.00	1.21	0.00	10.12	2.32	1.12	0.00	0.00	0.00	1.05	1.10
SL1344_RS20765	10	32	1	43	19	5	8	19	25	67	0	3	13	12	5	3	35.11	37.39	7.21	51.65	38.24	5.83	9.65	26.30	42.18	51.91	0.00	3.24	43.15	12.72	5.25	3.29
SL1344_RS20770	12	43	4	65	32	10	9	40	42	96	6	17	17	22	7	10	42.14	50.24	28.85	78.08	64.40	11.66	10.86	55.37	70.86	74.37	6.75	18.38	56.42	23.32	7.35	10.97
SL1344_RS20775	2	10	1	10	16	8	8	7	14	23	6	12	4	12	10	7	7.02	11.68	7.21	12.01	32.20	9.33	9.65	9.69	23.62	17.82	6.75	12.97	13.28	12.72	10.50	7.68
rhaM	0	10	0	6	5	3	5	5	7	15	5	8	4	13	3	6	0.00	11.68	0.00	7.21	10.06	3.50	6.03	6.92	11.81	11.62	5.62	8.65	13.28	13.78	3.15	6.58
fucO	0	8	1	2	4	3	1	4	7	10	0	1	2	6	6	2	0.00	9.35	7.21	2.40	8.05	3.50	1.21	5.54	11.81	7.75	0.00	1.08	6.64	6.36	6.30	2.19
rhaD	1	4	0	0	0	0	3	2	3	1	0	1	0	1	2	1	3.51	4.67	0.00	0.00	0.00	0.00	3.62	2.77	5.06	0.77	0.00	1.08	0.00	1.06	2.10	1.10
rhaA	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	4.02	0.00	2.41	0.00	3.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rhaB	0	2	0	1	0	2	1	2	1	2	1	1	0	0	0	0	0.00	2.34	0.00	1.20	0.00	2.33	1.21	2.77	1.69	1.55	1.12	1.08	0.00	0.00	0.00	0.00
rhaS	0	4	0	3	1	1	0	0	0	3	3	2	0	2	2	0	0.00	4.67	0.00	3.60	2.01	1.17	0.00	0.00	0.00	2.32	3.37	2.16	0.00	2.12	2.10	0.00
rhaR	1	5	0	4	1	2	1	1	3	5	1	2	1	2	1	0	3.51	5.84	0.00	4.80	2.01	2.33	1.21	1.38	5.06	3.87	1.12	2.16	3.32	2.12	1.05	0.00
rhaT	1	3	0	1	1	3	0	2	1	2	0	1	0	1	0	1	3.51	3.50	0.00	1.20	2.01	3.50	0.00	2.77	1.69	1.55	0.00	1.08	0.00	1.06	0.00	1.10
SL1344_RS20825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10
SL1344_RS20830	0	0	0	1	0	3	1	1	0	1	0	0	1	3	0	0	0.00	0.00	0.00	1.20	0.00	3.50	1.21	1.38	0.00	0.77	0.00	0.00	3.32	3.18	0.00	0.00
SL1344_RS20835	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS20840	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	1	0.00	0.00	0.00	0.00	4.02	1.17	1.21	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10
sodA	2	5	2	4	3	31	8	9	9	9	4	3	1	4	20	4	7.02	5.84	14.43	4.80	6.04	36.15	9.65	12.46	15.18	6.97	4.50	3.24	3.32	4.24	21.00	4.39
yiiM	4	7	1	3	4	5	5	6	8	9	16	11	2	4	6	7	14.05	8.18	7.21	3.60	8.05	5.83	6.03	8.31	13.50	6.97	17.99	11.89	6.64	4.24	6.30	7.68
SL1344_RS20855	4	5	1	5	4	8	8	4	5	8	14	11	1	4	6	11	14.05	5.84	7.21	6.01	8.05	9.33	9.65	5.54	8.44	6.20	15.74	11.89	3.32	4.24	6.30	12.06
cpxA	3	11	5	19	18	13	18	7	13	26	15	25	9	16	15	29	10.53	12.85	36.07	22.82	36.22	15.16	21.72	9.69	21.93	20.14	16.87	27.03	29.87	16.96	15.75	31.81
cpxR	0	3	5	10	6	7	11	10	7	13	11	11	4	9	7	14	0.00	3.50	36.07	12.01	12.07	8.16	13.27	13.84	11.81	10.07	12.37	11.89	13.28	9.54	7.35	15.35
cpxP	28	140	31	136	90	70	34	332	287	754	9	29	13	37	81	7	98.32	163.57	223.61	163.37	181.12	81.63	41.02	459.55	484.21	584.15	10.12	31.36	43.15	39.23	85.05	7.68
fieF	4	12	0	10	9	13	8	16	15	28	14	11	4	22	21	16	14.05	14.02	0.00	12.01	18.11	15.16	9.65	22.15	25.31	21.69	15.74	11.89	13.28	23.32	22.05	17.55
pfkA	11	25	3	35	32	82	59	26	20	36	55	77	18	41	106	82	38.63	29.21	21.64	42.04	64.40	95.63	71.18	35.99	33.74	27.89	61.84	83.26	59.74	43.47	111.30	89.93
SL1344_RS20885	2	7	2	5	5	25	6	12	11	14	3	9	3	10	10	5	7.02	8.18	14.43	6.01	10.06	29.15	7.24	16.61	18.56	10.85	3.37	9.73	9.96	10.60	10.50	5.48
SL1344_RS20890	0	1	0	0	0	12	9	6	3	5	10	8	1	9	6	5	0.00	1.17	0.00	0.00	0.00	13.99	10.86	8.31	5.06	3.87	11.24	8.65	3.32	9.54	6.30	5.48
SL1344_RS20895	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0.00	1.17	0.00	1.20	2.01	1.17	0.00	0.00	0.00	0.77	0.00	0.00	3.32	0.00	0.00	0.00
SL1344_RS20900	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0.00	0.00	0.00	1.20	0.00	1.17	1.21	0.00	1.69	0.00	0.00	0.00	0.00	1.06	0.00	0.00
SL1344_RS20905	2	14	0	4	1	4	8	7	3	8	14	13	4	4	3	7	7.02	16.36	0.00	4.80	2.01	4.66	9.65	9.69	5.06	6.20	15.74	14.06	13.28	4.24	3.15	7.68
SL1344_RS20910	6	22	3	11	6	8	10	9	8	18	15	19	3	18	10	7	21.07	25.70	21.64	13.21	12.07	9.33	12.06	12.46	13.50	13.95	16.87	20.54	9.96	19.08	10.50	7.68
SL1344_RS20920	0	1	0	3	2	2	0	1	3	6	0	2	0	2	3	3	0.00	1.17	0.00	3.60	4.02	2.33	0.00	1.38	5.06	4.65	0.00	2.16	0.00	2.12	3.15	3.29
lsrK	0	0	1	3	2	5	2	3	2	9	0	3	2	1	2	4	0.00	0.00	7.21	3.60	4.02	5.83	2.41	4.15	3.37	6.97	0.00	3.24	6.64	1.06	2.10	4.39
lsrR	0	4	0	2	1	6	2	1	1	7	1	3	1	4	0	2	0.00	4.67	0.00	2.40	2.01	7.00	2.41	1.38	1.69	5.42	1.12	3.24	3.32	4.24	0.00	2.19
lsrA	0	4	0	1	1	0	2	3	2	5	3	7	3	3	1	2	0.00	4.67	0.00	1.20	2.01	0.00	2.41	4.15	3.37	3.87	3.37	7.57	9.96	3.18	1.05	2.19
lsrC	0	1	0	0	1	0	2	1	1	0	1	0	0	0	1	2	0.00	1.17	0.00	0.00	2.01	0.00	2.41	1.38	1.69	0.00	1.12	0.00	0.00	0.00	1.05	2.19
lsrD	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.77	0.00	0.00	0.00	0.00	1.05	1.10
lsrB	1	2	0	0	0	1	0	1	0	0	0	4	0	1	0	1	3.51	2.34	0.00	0.00	0.00	1.17	0.00	1.38	0.00	0.00	0.00	4.32	0.00	1.06	0.00	1.10
lsrF	0	0	0	1	0	0	0	1	1	0	1	2	0	0	1	1	0.00	0.00	0.00	1.20	0.00	0.00	0.00	1.38	1.69	0.00	1.12	2.16	0.00	0.00	1.05	1.10
lsrG	1	1	0	0	0	1	0	3	1	1	1	0	0	0	1	1	3.51	1.17	0.00	0.00	0.00	1.17	0.00	4.15	1.69	0.77	1.12	0.00	0.00	0.00	1.05	1.10
SL1344_RS20965	5	34	2	57	22	60	64	17	20	38	53	47	22	48	86	53	17.56	39.72	14.43	68.47	44.27	69.97	77.21	23.53	33.74	29.44	59.59	50.82	73.02	50.89	90.30	58.13
tpiA	14	91	8	139	76	110	158	39	43	96	185	169	49	130	191	176	49.16	106.32	57.71	166.97	152.95	128.28	190.62	53.98	72.55	74.37	208.00	182.73	162.63	137.83	200.55	193.03
SL1344_RS20975	0	1	1	5	4	4	4	2	6	3	6	10	3	5	6	3	0.00	1.17	7.21	6.01	8.05	4.66	4.83	2.77	10.12	2.32	6.75	10.81	9.96	5.30	6.30	3.29
SL1344_RS20980	1	6	0	10	12	4	3	4	12	12	2	17	2	12	1	7	3.51	7.01	0.00	12.01	24.15	4.66	3.62	5.54	20.25	9.30	2.25	18.38	6.64	12.72	1.05	7.68
fpr	5	16	2	18	7	28	11	11	18	27	13	21	4	18	3	11	17.56	18.69	14.43	21.62	14.09	32.65	13.27	15.23	30.37	20.92	14.62	22.71	13.28	19.08	3.15	12.06
glpX	2	8	2	12	5	30	14	7	8	14	6	11	3	10	10	9	7.02	9.35	14.43	14.41	10.06	34.99	16.89	9.69	13.50	10.85	6.75	11.89	9.96	10.60	10.50	9.87
glpK	4	4	2	3	2	25	8	6	9	15	8	7	2	5	27	5	14.05	4.67	14.43	3.60	4.02	29.15	9.65	8.31	15.18	11.62	8.99	7.57	6.64	5.30	28.35	5.48
SL1344_RS21000	3	1	1	1	3	18	2	2	7	13	2	1	1	4	17	2	10.53	1.17	7.21	1.20	6.04	20.99	2.41	2.77	11.81	10.07	2.25	1.08	3.32	4.24	17.85	2.19
zapB	6	51	2	25	28	30	55	20	11	27	57	82	14	47	31	24	21.07	59.58	14.43	30.03	56.35	34.99	66.35	27.68	18.56	20.92	64.09	88.66	46.46	49.83	32.55	26.32
rraA	25	107	7	125	67	64	61	77	52	146	42	58	24	47	48	59	87.79	125.01	50.49	150.16	134.84	74.63	73.59	106.58	87.73	113.11	47.22	62.71	79.65	49.83	50.40	64.71
menA	3	6	1	11	3	7	10	8	11	30	7	11	5	7	11	4	10.53	7.01	7.21	13.21	6.04	8.16	12.06	11.07	18.56	23.24	7.87	11.89	16.59	7.42	11.55	4.39
hslU	12	50	7	57	34	43	60	47	46	112	55	68	11	51	36	54	42.14	58.42	50.49	68.47	68.42	50.15	72.39	65.06	77.61	86.77	61.84	73.52	36.51	54.07	37.80	59.22
hslV	2	9	4	18	15	16	12	15	13	32	20	12	3	19	14	12	7.02	10.51	28.85	21.62	30.19	18.66	14.48	20.76	21.93	24.79	22.49	12.97	9.96	20.14	14.70	13.16
ftsN	7	5	5	11	11	18	13	12	13	40	18	14	7	23	19	13	24.58	5.84	36.07	13.21	22.14	20.99	15.68	16.61	21.93	30.99	20.24	15.14	23.23	24.38	19.95	14.26
cytR	0	5	2	6	5	7	6	4	4	13	7	9	3	11	4	6	0.00	5.84	14.43	7.21	10.06	8.16	7.24	5.54	6.75	10.07	7.87	9.73	9.96	11.66	4.20	6.58
priA	3	14	7	17	9	12	13	7	11	28	12	34	8	18	12	11	10.53	16.36	50.49	20.42	18.11	13.99	15.68	9.69	18.56	21.69	13.49	36.76	26.55	19.08	12.60	12.06
rpmE	11	102	5	84	46	143	100	67	66	167	85	108	39	125	112	81	38.63	119.17	36.07	100.90	92.57	166.76	120.64	92.74	111.35	129.38	95.57	116.77	129.44	132.53	117.60	88.84
SL1344_RS21050	4	10	1	14	4	10	6	6	12	17	3	4	5	7	14	3	14.05	11.68	7.21	16.82	8.05	11.66	7.24	8.31	20.25	13.17	3.37	4.32	16.59	7.42	14.70	3.29
SL1344_RS21055	2	11	0	11	4	3	5	4	5	14	0	5	1	3	5	1	7.02	12.85	0.00	13.21	8.05	3.50	6.03	5.54	8.44	10.85	0.00	5.41	3.32	3.18	5.25	1.10
metJ	5	9	5	12	6	10	18	4	6	14	13	25	4	15	13	21	17.56	10.51	36.07	14.41	12.07	11.66	21.72	5.54	10.12	10.85	14.62	27.03	13.28	15.90	13.65	23.03
metB	1	5	4	8	2	7	8	7	3	12	13	9	5	22	2	11	3.51	5.84	28.85	9.61	4.02	8.16	9.65	9.69	5.06	9.30	14.62	9.73	16.59	23.32	2.10	12.06
metL	5	15	5	13	9	16	16	13	5	21	14	16	2	28	7	11	17.56	17.52	36.07	15.62	18.11	18.66	19.30	17.99	8.44	16.27	15.74	17.30	6.64	29.69	7.35	12.06
SL1344_RS21080	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.55	2.25	0.00	0.00	0.00	1.05	0.00
SL1344_RS21085	0	0	0	1	1	2	2	0	1	1	0	2	1	2	0	2	0.00	0.00	0.00	1.20	2.01	2.33	2.41	0.00	1.69	0.77	0.00	2.16	3.32	2.12	0.00	2.19
SL1344_RS21090	0	3	0	2	3	1	3	4	5	5	5	4	1	2	0	2	0.00	3.50	0.00	2.40	6.04	1.17	3.62	5.54	8.44	3.87	5.62	4.32	3.32	2.12	0.00	2.19
metF	4	10	2	29	15	5	5	2	2	12	8	20	2	11	2	36	14.05	11.68	14.43	34.84	30.19	5.83	6.03	2.77	3.37	9.30	8.99	21.62	6.64	11.66	2.10	39.48
katG	9	9	9	31	21	20	25	18	26	50	16	40	4	22	37	37	31.60	10.51	64.92	37.24	42.26	23.32	30.16	24.92	43.87	38.74	17.99	43.25	13.28	23.32	38.85	40.58
SL1344_RS21105	2	3	0	2	6	4	1	3	4	7	3	4	0	6	2	3	7.02	3.50	0.00	2.40	12.07	4.66	1.21	4.15	6.75	5.42	3.37	4.32	0.00	6.36	2.10	3.29
gldA	4	11	2	9	3	20	4	5	3	11	6	8	5	10	18	13	14.05	12.85	14.43	10.81	6.04	23.32	4.83	6.92	5.06	8.52	6.75	8.65	16.59	10.60	18.90	14.26
fsa	3	4	5	2	1	9	3	1	1	4	1	5	3	5	11	6	10.53	4.67	36.07	2.40	2.01	10.50	3.62	1.38	1.69	3.10	1.12	5.41	9.96	5.30	11.55	6.58
ptsP	2	3	2	3	2	5	0	3	5	3	1	6	3	2	3	3	7.02	3.50	14.43	3.60	4.02	5.83	0.00	4.15	8.44	2.32	1.12	6.49	9.96	2.12	3.15	3.29
SL1344_RS21125	0	1	0	0	0	0	1	1	0	1	0	0	0	2	3	0	0.00	1.17	0.00	0.00	0.00	0.00	1.21	1.38	0.00	0.77	0.00	0.00	0.00	2.12	3.15	0.00
SL1344_RS21130	0	1	0	1	2	4	1	1	0	2	0	3	1	0	3	1	0.00	1.17	0.00	1.20	4.02	4.66	1.21	1.38	0.00	1.55	0.00	3.24	3.32	0.00	3.15	1.10
SL1344_RS21135	2	6	1	3	5	14	5	4	4	8	7	14	3	8	5	7	7.02	7.01	7.21	3.60	10.06	16.33	6.03	5.54	6.75	6.20	7.87	15.14	9.96	8.48	5.25	7.68
SL1344_RS21140	3	2	1	1	7	9	4	2	7	6	4	3	0	5	6	6	10.53	2.34	7.21	1.20	14.09	10.50	4.83	2.77	11.81	4.65	4.50	3.24	0.00	5.30	6.30	6.58
SL1344_RS21145	1	4	1	3	3	8	3	2	5	7	2	3	1	5	5	8	3.51	4.67	7.21	3.60	6.04	9.33	3.62	2.77	8.44	5.42	2.25	3.24	3.32	5.30	5.25	8.77
SL1344_RS21150	6	8	2	20	6	11	12	14	11	17	7	7	6	17	5	17	21.07	9.35	14.43	24.02	12.07	12.83	14.48	19.38	18.56	13.17	7.87	7.57	19.91	18.02	5.25	18.64
SL1344_RS21155	9	16	6	17	8	17	16	11	25	33	9	8	10	27	22	23	31.60	18.69	43.28	20.42	16.10	19.82	19.30	15.23	42.18	25.57	10.12	8.65	33.19	28.63	23.10	25.23
ppc	7	34	6	29	29	32	41	44	47	86	25	41	10	35	25	52	24.58	39.72	43.28	34.84	58.36	37.32	49.46	60.90	79.30	66.63	28.11	44.33	33.19	37.11	26.25	57.03
argE	5	12	3	9	5	14	13	21	15	32	3	8	0	6	9	7	17.56	14.02	21.64	10.81	10.06	16.33	15.68	29.07	25.31	24.79	3.37	8.65	0.00	6.36	9.45	7.68
argC	6	6	1	10	9	8	13	20	12	26	2	3	1	8	13	6	21.07	7.01	7.21	12.01	18.11	9.33	15.68	27.68	20.25	20.14	2.25	3.24	3.32	8.48	13.65	6.58
argB	1	2	1	1	1	3	3	4	0	11	3	5	2	5	4	3	3.51	2.34	7.21	1.20	2.01	3.50	3.62	5.54	0.00	8.52	3.37	5.41	6.64	5.30	4.20	3.29
argH	0	5	2	5	5	6	2	5	4	8	5	5	0	10	6	4	0.00	5.84	14.43	6.01	10.06	7.00	2.41	6.92	6.75	6.20	5.62	5.41	0.00	10.60	6.30	4.39
oxyR	24	54	4	37	30	27	30	24	18	49	38	34	10	38	28	32	84.28	63.09	28.85	44.45	60.37	31.49	36.19	33.22	30.37	37.96	42.73	36.76	33.19	40.29	29.40	35.10
sthA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
fabR	7	23	3	17	13	15	14	19	14	34	4	9	6	18	16	8	24.58	26.87	21.64	20.42	26.16	17.49	16.89	26.30	23.62	26.34	4.50	9.73	19.91	19.08	16.80	8.77
SL1344_RS21200	4	15	2	18	12	14	12	9	13	24	8	6	3	17	13	10	14.05	17.52	14.43	21.62	24.15	16.33	14.48	12.46	21.93	18.59	8.99	6.49	9.96	18.02	13.65	10.97
trmA	6	16	4	12	12	15	12	8	17	27	9	10	2	16	11	10	21.07	18.69	28.85	14.41	24.15	17.49	14.48	11.07	28.68	20.92	10.12	10.81	6.64	16.96	11.55	10.97
btuB	11	26	5	21	16	29	17	23	25	49	24	27	5	27	29	37	38.63	30.38	36.07	25.23	32.20	33.82	20.51	31.84	42.18	37.96	26.98	29.19	16.59	28.63	30.45	40.58
murI	9	23	6	23	16	23	12	23	22	46	28	27	5	23	35	27	31.60	26.87	43.28	27.63	32.20	26.82	14.48	31.84	37.12	35.64	31.48	29.19	16.59	24.38	36.75	29.61
murB	1	7	0	4	3	14	9	6	5	10	13	7	2	11	9	6	3.51	8.18	0.00	4.80	6.04	16.33	10.86	8.31	8.44	7.75	14.62	7.57	6.64	11.66	9.45	6.58
birA	2	12	0	4	2	12	6	10	6	8	10	10	8	11	11	9	7.02	14.02	0.00	4.80	4.02	13.99	7.24	13.84	10.12	6.20	11.24	10.81	26.55	11.66	11.55	9.87
coaA	1	6	2	7	2	13	2	11	6	11	7	7	6	21	13	3	3.51	7.01	14.43	8.41	4.02	15.16	2.41	15.23	10.12	8.52	7.87	7.57	19.91	22.26	13.65	3.29
SL1344_RS21260	2	3	0	1	1	2	2	1	1	1	1	6	2	1	0	1	7.02	3.50	0.00	1.20	2.01	2.33	2.41	1.38	1.69	0.77	1.12	6.49	6.64	1.06	0.00	1.10
tuf	55	216	26	118	101	469	258	153	100	149	403	314	112	354	383	242	193.13	252.36	187.55	141.75	203.26	546.93	311.26	211.78	168.72	115.43	453.11	339.51	371.72	375.32	402.15	265.41
secE	16	41	3	33	41	55	55	22	31	41	50	54	21	64	73	47	56.18	47.90	21.64	39.64	82.51	64.14	66.35	30.45	52.30	31.76	56.22	58.39	69.70	67.85	76.65	51.55
nusG	16	49	4	47	42	60	68	29	29	42	59	66	20	71	73	45	56.18	57.25	28.85	56.46	84.52	69.97	82.04	40.14	48.93	32.54	66.34	71.36	66.38	75.28	76.65	49.35
rplK	38	107	19	96	71	172	150	66	58	161	208	208	60	204	232	162	133.44	125.01	137.05	115.32	142.89	200.58	180.97	91.36	97.86	124.73	233.86	224.90	199.13	216.28	243.60	177.67
rplA	46	161	31	135	90	218	177	114	83	213	247	243	71	233	274	179	161.53	188.10	223.61	162.17	181.12	254.22	213.54	157.80	140.03	165.02	277.71	262.74	235.64	247.03	287.70	196.32
rplJ	62	214	43	135	97	486	270	151	120	238	365	368	123	306	358	243	217.71	250.02	310.17	162.17	195.21	566.76	325.74	209.01	202.46	184.39	410.39	397.90	408.22	324.43	375.90	266.51
rplL	82	224	52	161	112	529	302	145	129	276	401	441	131	333	328	234	287.94	261.71	375.09	193.40	225.40	616.90	364.34	200.71	217.64	213.83	450.86	476.83	434.77	353.05	344.40	256.64
rpoB	22	74	22	51	21	105	94	72	60	131	54	57	30	75	94	78	77.25	86.46	158.69	61.26	42.26	122.45	113.41	99.66	101.23	101.49	60.71	61.63	99.57	79.52	98.70	85.55
rpoC	41	132	39	83	62	148	129	119	91	181	97	110	39	107	81	93	143.97	154.22	281.32	99.70	124.77	172.59	155.63	164.72	153.53	140.23	109.06	118.94	129.44	113.44	85.05	102.00
SL1344_RS21330	3	7	3	9	2	27	5	12	16	22	4	3	1	8	5	3	10.53	8.18	21.64	10.81	4.02	31.49	6.03	16.61	26.99	17.04	4.50	3.24	3.32	8.48	5.25	3.29
SL1344_RS21335	0	0	0	1	0	3	1	1	1	4	0	0	0	2	1	0	0.00	0.00	0.00	1.20	0.00	3.50	1.21	1.38	1.69	3.10	0.00	0.00	0.00	2.12	1.05	0.00
SL1344_RS21340	0	0	0	0	1	3	1	3	1	4	0	1	2	4	3	0	0.00	0.00	0.00	0.00	2.01	3.50	1.21	4.15	1.69	3.10	0.00	1.08	6.64	4.24	3.15	0.00
SL1344_RS21345	0	3	1	0	1	5	1	0	1	2	0	2	1	1	0	1	0.00	3.50	7.21	0.00	2.01	5.83	1.21	0.00	1.69	1.55	0.00	2.16	3.32	1.06	0.00	1.10
thiH	0	1	0	1	0	2	3	5	2	2	1	1	0	3	0	4	0.00	1.17	0.00	1.20	0.00	2.33	3.62	6.92	3.37	1.55	1.12	1.08	0.00	3.18	0.00	4.39
thiG	0	0	0	0	2	1	3	2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	4.02	1.17	3.62	2.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
thiS	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0.00	1.17	0.00	0.00	2.01	1.17	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS21365	0	1	0	1	1	1	2	1	0	0	0	5	0	0	0	0	0.00	1.17	0.00	1.20	2.01	1.17	2.41	1.38	0.00	0.00	0.00	5.41	0.00	0.00	0.00	0.00
thiE	0	1	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0.00	1.17	0.00	0.00	0.00	1.17	1.21	0.00	0.00	0.77	0.00	2.16	0.00	0.00	0.00	0.00
