gene,YB1_vs_WT_aer,dAsd_vs_WT_aer,residual_aer(YB1-dAsd),YB1_vs_WT_ana,dAsd_vs_WT_ana,residual_ana
SL1344_RS04515,0.2786,1.0248,-0.7462,0.6945,1.8514,-1.1569
SL1344_RS04520,0.1722,-0.7046,0.8768,0.6757,0.5786,0.0971
SL1344_RS04525,-0.0722,-0.342,0.2698,-0.5279,-0.108,-0.4199
SL1344_RS04530,0.2571,0.4329,-0.1758,0.8055,0.3147,0.4908
SL1344_RS04555,-3.2872,-0.5936,-2.6936,0.6096,-0.5333,1.1429
SL1344_RS04560,-0.3132,0.1434,-0.4566,-0.4295,-0.0972,-0.3323
SL1344_RS04565,0.0253,0.4158,-0.3905,-1.1968,0.8739,-2.0707
SL1344_RS04610,-0.4799,0.0643,-0.5442,0.3849,1.4289,-1.044
SL1344_RS04615,-1.7022,-2.1785,0.4763,1.5425,1.7886,-0.2461
SL1344_RS04620,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS04625,-0.4583,-0.1976,-0.2607,-0.8656,-0.6646,-0.201
SL1344_RS04695,0.6197,1.2075,-0.5878,2.6205,2.5256,0.0949
SL1344_RS04705,-3.2872,-0.9561,-2.3311,0.247,0.6891,-0.4421
SL1344_RS04710,-0.9653,1.3658,-2.3311,-1.6275,-2.1183,0.4908
SL1344_RS04745,0.6197,0.1434,0.4763,-1.6275,-0.5333,-1.0942
SL1344_RS04760,-1.0965,-1.5728,0.4763,-2.6748,-2.0281,-0.6467
SL1344_RS04780,1.3566,1.3658,-0.0092,-0.4295,-1.8134,1.3839
SL1344_RS04795,-0.9653,-0.7046,-0.2607,-0.0425,-0.0479,0.0054
SL1344_RS04810,0.3787,0.8353,-0.4566,1.2963,0.2372,1.0591
SL1344_RS04845,-3.7726,-0.1614,-3.6112,0.8506,1.5173,-0.6667
SL1344_RS04850,0.4636,0.4727,-0.0091,0.5307,0.5185,0.0122
SL1344_RS04870,1.1051,-0.5936,1.6987,-0.0425,2.274,-2.3165
SL1344_RS04885,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS04905,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS04910,0.6197,1.7284,-1.1087,-1.6275,-0.5333,-1.0942
SL1344_RS04915,-0.2734,-0.7497,0.4763,1.5425,1.0517,0.4908
SL1344_RS04920,-1.7022,-2.1785,0.4763,1.5425,-0.5333,2.0758
SL1344_RS04925,0.6197,0.1434,0.4763,-1.6275,-0.5333,-1.0942
SL1344_RS04930,0.551,1.1929,-0.6419,0.6945,0.783,-0.0885
SL1344_RS04935,-0.9653,0.8804,-1.8457,-0.0425,-1.2703,1.2278
SL1344_RS04940,0.6197,-1.4416,2.0613,0.6945,0.6891,0.0054
SL1344_RS04945,0.4994,-2.1785,2.6779,-0.2231,-0.5333,0.3102
SL1344_RS04950,-1.7022,-0.5936,-1.1086,-0.0425,-0.5333,0.4908
SL1344_RS04955,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS04960,-0.9653,-3.0265,2.0612,0.6945,0.6891,0.0054
SL1344_RS04965,-0.6027,-0.7895,0.1868,0.4049,0.5308,-0.1259
SL1344_RS04970,-2.1877,-2.6639,0.4762,0.6945,1.0517,-0.3572
SL1344_RS04975,-1.7022,0.1434,-1.8456,-0.0425,2.6366,-2.6791
SL1344_RS04980,-0.1173,-2.1785,2.0612,-1.6275,1.5822,-3.2097
SL1344_RS04990,2.2046,0.1434,2.0612,0.6945,-2.1183,2.8128
SL1344_RS04995,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05000,0.6197,2.4653,-1.8456,-0.0425,-0.5333,0.4908
SL1344_RS05005,0.7085,-1.5859,2.2944,0.2545,0.2201,0.0344
SL1344_RS05010,0.6197,0.1434,0.4763,-0.0425,-2.1183,2.0758
SL1344_RS05015,-2.1877,-2.6639,0.4762,-0.0425,1.0517,-1.0942
SL1344_RS05025,2.2046,1.7284,0.4762,-0.0425,-0.5333,0.4908
SL1344_RS05030,2.2046,0.1434,2.0612,2.2794,-0.5333,2.8127
SL1344_RS05035,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05040,-1.7022,-2.1785,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS05045,-0.9653,-1.4416,0.4763,1.1799,0.2037,0.9762
SL1344_RS05050,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05055,-1.7022,0.1434,-1.8456,-2.8499,-1.0187,-1.8312
SL1344_RS05060,3.427,2.4653,0.9617,-0.5279,-1.7557,1.2278
SL1344_RS05065,0.6197,1.7284,-1.1087,-1.6275,-0.5333,-1.0942
SL1344_RS05070,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS05075,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS05080,0.6197,1.7284,-1.1087,-0.0425,-2.1183,2.0758
SL1344_RS05085,0.6197,0.1434,0.4763,1.5425,2.274,-0.7315
SL1344_RS05095,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05100,-1.2548,0.1434,-1.3982,0.6945,2.4053,-1.7108
SL1344_RS05105,-1.7022,-0.5936,-1.1086,-0.0425,-0.5333,0.4908
SL1344_RS05110,0.2571,-3.0265,3.2836,-1.9685,-1.9739,0.0054
SL1344_RS05120,-2.1877,-2.6639,0.4762,0.4429,0.3147,0.1282
SL1344_RS05125,0.6197,0.1434,0.4763,0.6945,-2.1183,2.8128
SL1344_RS05130,-0.2734,-0.0976,-0.1758,2.073,2.1297,-0.0567
SL1344_RS05140,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05145,-0.5178,-1.7311,1.2133,0.247,-0.0028,0.2498
SL1344_RS05150,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05170,-0.9653,-1.4416,0.4763,-1.6275,1.0517,-2.6792
SL1344_RS05175,-0.6027,-2.6639,2.0612,-0.0425,-2.1183,2.0758
SL1344_RS05185,0.6197,1.7284,-1.1087,2.2794,-0.5333,2.8127
SL1344_RS05205,1.0067,-0.0976,1.1043,0.488,0.8203,-0.3323
SL1344_RS05215,0.9822,0.1434,0.8388,-0.3181,0.8739,-1.192
SL1344_RS05245,0.3644,0.4258,-0.0614,-0.0425,0.7205,-0.763
SL1344_RS05265,-0.1173,-0.5936,0.4763,-0.0425,1.3412,-1.3837
SL1344_RS05275,-1.7022,0.6288,-2.331,2.2794,2.274,0.0054
SL1344_RS05290,-1.7022,-2.1785,0.4763,-0.0425,-1.2703,1.2278
SL1344_RS05295,-1.3063,0.1434,-1.4497,2.0279,1.3927,0.6352
SL1344_RS05310,0.3787,-1.9721,2.3508,0.6096,-1.0187,1.6283
SL1344_RS05315,-0.2283,-0.7046,0.4763,-0.0425,-0.0028,-0.0397
SL1344_RS05335,0.4716,0.4006,0.071,0.0887,1.0517,-0.963
SL1344_RS05350,2.2046,0.1434,2.0612,0.4429,-2.8552,3.2981
SL1344_RS05365,0.6197,2.9508,-2.3311,-0.0425,1.7886,-1.8311
SL1344_RS05370,-0.9653,0.8804,-1.8457,-0.0425,-0.5333,0.4908
SL1344_RS05375,0.6197,-0.7497,1.3694,-1.6275,0.6891,-2.3166
SL1344_RS05380,-1.1459,0.1434,-1.2893,-0.0425,0.5447,-0.5872
SL1344_RS05395,-1.7022,0.6288,-2.331,-1.6275,-2.1183,0.4908
SL1344_RS05425,-0.9653,-1.4416,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS05450,-2.5502,-0.2192,-2.331,1.5425,1.3412,0.2013
SL1344_RS05455,-0.9653,-1.4416,0.4763,1.1799,0.2037,0.9762
SL1344_RS05470,0.9245,0.6998,0.2247,0.118,2.1207,-2.0027
SL1344_RS05475,0.6197,0.1434,0.4763,-0.5279,0.1188,-0.6467
SL1344_RS05480,1.3566,-1.4416,2.7982,-2.3644,-2.8552,0.4908
SL1344_RS05485,3.427,2.4653,0.9617,2.2794,2.274,0.0054
SL1344_RS05495,3.427,3.6028,-0.1758,1.1799,0.6891,0.4908
SL1344_RS05505,0.8607,0.1434,0.7173,0.3201,1.6135,-1.2934
SL1344_RS05515,0.6197,1.4389,-0.8192,-0.7795,1.2322,-2.0117
SL1344_RS05540,0.4592,0.5393,-0.0801,0.5855,1.622,-1.0365
SL1344_RS05545,0.2815,-1.6748,1.9563,-0.2395,-0.0655,-0.174
SL1344_RS05550,2.9416,1.7284,1.2132,-0.0425,1.0517,-1.0942
SL1344_RS05555,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
SL1344_RS05560,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05565,-0.1173,-2.1785,2.0612,1.5425,-0.5333,2.0758
SL1344_RS05570,0.4884,-1.2102,1.6986,0.9086,-0.1923,1.1009
SL1344_RS05580,0.9092,1.0609,-0.1517,2.46,3.308,-0.848
SL1344_RS05595,0.6197,-1.2351,1.8548,-0.0425,1.2927,-1.3352
SL1344_RS05600,-0.3373,-0.8135,0.4762,-0.5633,-0.5333,-0.03
SL1344_RS05605,0.2885,0.2156,0.0729,-0.7461,-0.5333,-0.2128
SL1344_RS05645,-0.9653,-1.4416,0.4763,-0.0425,1.7886,-1.8311
SL1344_RS05655,-1.1755,-0.8813,-0.2942,-0.6411,-0.5333,-0.1078
SL1344_RS05675,-0.0324,-0.1461,0.1137,-0.8905,-1.3813,0.4908
SL1344_RS05680,-2.1877,0.506,-2.6937,0.6945,1.0517,-0.3572
SL1344_RS05690,-0.4583,0.2878,-0.7461,0.6096,1.9447,-1.3351
SL1344_RS05695,-2.8398,-3.316,0.4762,2.2794,-0.5333,2.8127
SL1344_RS05700,0.6197,0.1434,0.4763,-0.7795,-1.2703,0.4908
SL1344_RS05705,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS05710,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05735,0.0432,-0.5936,0.6368,-0.3858,-0.0238,-0.362
SL1344_RS05755,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS05760,-0.4445,-0.9207,0.4762,0.6945,1.723,-1.0285
SL1344_RS05805,0.2238,-4.5004,4.7242,-0.3835,-1.9739,1.5904
SL1344_RS05820,1.5766,-2.3591,3.9357,-0.6946,-2.4078,1.7132
SL1344_RS05855,-0.1173,-1.041,0.9237,-0.7344,-1.2252,0.4908
SL1344_RS05860,-0.9653,-1.4416,0.4763,-2.8499,-0.5333,-2.3166
SL1344_RS05865,-1.7022,-0.3041,-1.3981,-0.0425,-1.6113,1.5688
SL1344_RS05930,-1.1459,-0.2436,-0.9023,-0.7795,-0.5333,-0.2462
SL1344_RS05950,1.2718,2.0909,-0.8191,-0.3835,0.348,-0.7315
SL1344_RS05980,-0.2283,1.3193,-1.5476,0.247,1.37,-1.123
SL1344_RS06065,-1.4958,-0.7497,-0.7461,-0.0425,0.7468,-0.7893
SL1344_RS06070,-0.1422,-0.1878,0.0456,-0.394,0.2345,-0.6285
SL1344_RS06100,-0.8209,-2.5196,1.6987,-1.917,-2.4078,0.4908
SL1344_RS06105,1.3566,0.8804,0.4762,-0.0425,-0.5333,0.4908
SL1344_RS06140,-0.2283,-0.7046,0.4763,-0.573,-0.3269,-0.2461
SL1344_RS06175,-1.7022,-0.5936,-1.1086,-0.0425,-0.5333,0.4908
SL1344_RS06180,-0.6604,2.0783,-2.7387,2.46,2.8359,-0.3759
SL1344_RS06205,1.4021,0.709,0.6931,1.3111,0.9406,0.3705
SL1344_RS06215,-1.2548,-0.5087,-0.7461,0.6945,-0.5333,1.2278
SL1344_RS06220,0.9092,-0.2192,1.1284,-2.158,-4.2337,2.0757
SL1344_RS06225,-0.2283,2.6459,-2.8742,1.832,4.5111,-2.6791
SL1344_RS06230,0.9822,1.584,-0.6018,0.4429,0.2037,0.2392
SL1344_RS06235,0.6197,0.1434,0.4763,1.5425,1.3412,0.2013
SL1344_RS06240,-0.1173,1.2809,-1.3982,-1.2649,-0.5333,-0.7316
SL1344_RS06245,0.6197,0.1434,0.4763,0.4429,-0.0479,0.4908
SL1344_RS06250,-0.1173,0.6288,-0.7461,0.6945,0.6891,0.0054
SL1344_RS06255,-1.8828,-0.2436,-1.6392,0.488,-0.2438,0.7318
SL1344_RS06260,0.6197,2.9508,-2.3311,-1.2649,-1.7557,0.4908
SL1344_RS06265,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS06280,0.6197,1.7284,-1.1087,1.1799,0.2037,0.9762
SL1344_RS06285,-0.0273,-3.0537,3.0264,-1.0191,-2.9033,1.8842
SL1344_RS06290,-0.9653,-1.4416,0.4763,-3.2124,-3.7032,0.4908
SL1344_RS06295,-2.1877,-2.6639,0.4762,-0.0425,-0.5333,0.4908
SL1344_RS06300,-0.6027,-2.6639,2.0612,-0.0425,-0.5333,0.4908
SL1344_RS06315,0.6197,-1.4416,2.0613,2.2794,1.7886,0.4908
SL1344_RS06320,-2.5502,-3.0265,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS06330,1.6977,1.7284,-0.0307,2.2794,3.2393,-0.9599
SL1344_RS06335,-0.1173,1.5219,-1.6392,2.7648,2.274,0.4908
SL1344_RS06340,-1.6367,-0.7593,-0.8774,-0.0425,0.7368,-0.7793
SL1344_RS06345,0.8712,-0.5485,1.4197,-0.2835,0.5211,-0.8046
SL1344_RS06350,-0.9653,-0.7046,-0.2607,1.5425,-2.1183,3.6608
SL1344_RS06355,0.6197,-2.6639,3.2836,1.336,-0.5333,1.8693
SL1344_RS06360,0.8003,-0.5936,1.3939,-0.2738,0.2664,-0.5402
SL1344_RS06370,-1.7022,0.9914,-2.6936,-0.0425,-0.0479,0.0054
SL1344_RS06380,-0.0866,-0.1669,0.0803,-0.3528,-0.4431,0.0903
SL1344_RS06390,0.3017,0.0786,0.2231,0.0015,-0.5111,0.5126
SL1344_RS06395,0.9822,-2.6639,3.6461,-0.6946,-1.6708,0.9762
SL1344_RS06400,1.3566,2.0179,-0.6613,-1.421,-0.1463,-1.2747
SL1344_RS06405,-0.0084,0.1434,-0.1518,-0.3835,-0.1374,-0.2461
SL1344_RS06420,1.5128,0.1434,1.3694,0.6945,-0.8959,1.5904
SL1344_RS06440,0.2571,0.4329,-0.1758,-0.8905,-0.0028,-0.8877
SL1344_RS06460,-2.1877,0.506,-2.6937,0.1639,-0.7743,0.9382
SL1344_RS06465,-0.2734,-1.2351,0.9617,-0.0425,-1.15,1.1075
SL1344_RS06475,0.6197,-1.4416,2.0613,-0.7795,-1.2703,0.4908
SL1344_RS06540,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
SL1344_RS06565,0.9822,0.506,0.4762,-0.5279,0.7468,-1.2747
SL1344_RS06575,1.5128,-1.079,2.5918,1.5425,0.8452,0.6973
SL1344_RS06580,-1.3063,-1.2972,-0.0091,-1.1066,-0.9694,-0.1372
SL1344_RS06595,-0.4089,0.3039,-0.7128,-0.0425,0.9373,-0.9798
SL1344_RS06600,-0.5178,-1.7311,1.2133,-0.0425,0.6891,-0.7316
SL1344_RS06605,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS06610,2.2046,0.5909,1.6137,1.1799,0.3842,0.7957
SL1344_RS06615,0.1343,-2.6639,2.7982,-0.0425,2.274,-2.3165
SL1344_RS06665,-0.1173,-0.5936,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS06675,-0.9653,2.4653,-3.4306,-1.6275,1.9692,-3.5967
SL1344_RS06715,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS06720,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS06725,0.9092,-3.0265,3.9357,2.7648,2.274,0.4908
SL1344_RS06730,0.6197,1.7284,-1.1087,1.5425,0.2037,1.3388
SL1344_RS06735,0.6197,0.1434,0.4763,-1.6275,0.2037,-1.8312
SL1344_RS06740,1.3566,0.1434,1.2132,-1.6275,0.2037,-1.8312
SL1344_RS06745,-1.7022,-2.1785,0.4763,-1.6275,-2.1183,0.4908
SL1344_RS06765,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS06770,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
SL1344_RS06780,0.3093,-0.2872,0.5965,0.1545,-0.6814,0.8359
SL1344_RS06790,0.017,0.9757,-0.9587,1.2963,1.143,0.1533
SL1344_RS06795,-0.9653,0.2465,-1.2118,-0.8656,0.776,-1.6416
SL1344_RS06835,-0.7588,-1.2351,0.4763,1.095,1.5371,-0.4421
SL1344_RS06850,-0.4583,-0.6451,0.1868,-0.0425,-0.8382,0.7957
SL1344_RS06855,0.3787,-0.7497,1.1284,0.488,-0.2438,0.7318
SL1344_RS06860,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS06865,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS06905,-0.9653,-0.5485,-0.4168,0.6945,0.5447,0.1498
SL1344_RS06910,-0.9653,0.1434,-1.1087,1.5425,1.7886,-0.2461
SL1344_RS06915,-0.8209,-2.5196,1.6987,-1.421,-2.6488,1.2278
SL1344_RS06990,-0.2283,-3.0265,2.7982,-0.0425,-0.5333,0.4908
SL1344_RS07005,-1.7022,-0.5936,-1.1086,-3.2124,-3.7032,0.4908
SL1344_RS07070,-3.2872,-0.9561,-2.3311,0.6945,1.7886,-1.0941
SL1344_RS07075,0.2571,-0.2192,0.4763,-2.8499,1.1829,-4.0328
SL1344_RS07085,0.3148,0.2747,0.0401,0.2919,0.4977,-0.2058
SL1344_RS07115,0.1343,0.7955,-0.6612,0.8242,0.8711,-0.0469
SL1344_RS07135,-1.582,-0.4733,-1.1087,-1.1337,-0.7218,-0.4119
SL1344_RS07140,-0.1725,-1.4828,1.3103,-0.1813,-0.7016,0.5203
SL1344_RS07145,0.6197,-1.4416,2.0613,-0.0425,-0.5333,0.4908
SL1344_RS07150,-0.5178,0.5909,-1.1087,1.5425,1.3032,0.2393
SL1344_RS07160,0.0892,0.1434,-0.0542,0.5139,-0.0972,0.6111
SL1344_RS07165,0.0892,-0.7497,0.8389,-0.0425,1.5822,-1.6247
SL1344_RS07170,-1.7022,-0.5936,-1.1086,-0.0425,-0.5333,0.4908
SL1344_RS07225,1.4677,0.6288,0.8389,-1.4411,-0.4371,-1.004
SL1344_RS07255,0.2571,-1.261,1.5181,-0.2835,-1.6977,1.4142
SL1344_RS07270,2.4562,1.2429,1.2133,-1.5515,-0.9879,-0.5636
SL1344_RS07285,1.0067,1.3009,-0.2942,-0.813,-0.1059,-0.7071
SL1344_RS07315,-0.9653,0.1434,-1.1087,-0.8905,-1.3813,0.4908
SL1344_RS07335,-0.1173,-3.7635,3.6462,-0.6946,-0.5333,-0.1613
SL1344_RS07340,-0.5178,-0.9941,0.4763,-0.6946,0.7622,-1.4568
SL1344_RS07360,1.7572,0.1434,1.6138,-0.7099,-1.5878,0.8779
SL1344_RS07375,-0.1173,0.9914,-1.1087,4.045,2.6366,1.4084
SL1344_RS07385,0.3302,-0.5087,0.8389,-0.3835,-0.3889,0.0054
SL1344_RS07390,-0.6027,-2.6639,2.0612,-0.6946,-0.5333,-0.1613
SL1344_RS07435,0.0722,-0.1976,0.2698,-0.9754,0.4319,-1.4073
SL1344_RS07455,-0.3373,-1.7311,1.3938,-1.08,-1.4264,0.3464
SL1344_RS07460,-0.2979,-1.1367,0.8388,-0.3181,-0.6646,0.3465
SL1344_RS07470,-0.0324,0.0532,-0.0856,0.3881,0.6156,-0.2275
SL1344_RS07475,0.6197,1.3658,-0.7461,-1.6275,-0.5333,-1.0942
SL1344_RS07485,2.2046,1.7284,0.4762,-0.0425,-0.5333,0.4908
SL1344_RS07495,0.6197,0.5795,0.0402,-0.4051,1.251,-1.6561
SL1344_RS07505,-1.1717,-0.7046,-0.4671,0.2158,-1.0764,1.2922
SL1344_RS07520,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS07525,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
SL1344_RS07530,-0.9653,0.8804,-1.8457,-0.0425,1.3412,-1.3837
SL1344_RS07565,-2.0433,-0.9346,-1.1087,-0.96,-0.5333,-0.4267
SL1344_RS07570,0.2327,0.1434,0.0893,0.2887,-0.1299,0.4186
SL1344_RS07590,0.9092,0.1434,0.7658,-0.0425,-0.1707,0.1282
SL1344_RS07595,-0.6604,0.1434,-0.8038,-0.4051,0.6891,-1.0942
SL1344_RS07600,0.1343,-1.079,1.2133,2.7648,1.0517,1.7131
SL1344_RS07615,-0.9653,-1.4416,0.4763,-1.6275,-0.5333,-1.0942
SL1344_RS07620,-1.7022,0.6288,-2.331,1.1799,0.2037,0.9762
SL1344_RS07625,0.6197,-0.5087,1.1284,1.1799,1.7886,-0.6087
SL1344_RS07645,-0.7588,-0.7497,-0.0091,1.1799,0.2037,0.9762
SL1344_RS07650,0.6197,0.8804,-0.2607,-0.0425,1.7886,-1.8311
SL1344_RS07655,2.2046,0.6288,1.5758,-0.0425,0.3147,-0.3572
SL1344_RS07660,-0.4583,0.1434,-0.6017,-0.4384,-1.0897,0.6513
SL1344_RS07665,2.2046,1.7284,0.4762,-0.4051,-1.3813,0.9762
SL1344_RS07670,-0.9653,-1.4416,0.4763,1.5425,-0.5333,2.0758
SL1344_RS07675,-2.5502,-1.4416,-1.1086,-0.0425,1.7886,-1.8311
SL1344_RS07680,-0.9653,0.1434,-1.1087,-0.7795,-2.8552,2.0757
SL1344_RS07685,2.2046,1.7284,0.4762,1.5425,0.2037,1.3388
SL1344_RS07690,-0.1173,-0.5936,0.4763,-2.8499,-0.1707,-2.6792
SL1344_RS07695,1.2718,0.506,0.7658,0.6945,0.2037,0.4908
SL1344_RS07700,1.1051,0.1434,0.9617,-3.5019,-0.2923,-3.2096
SL1344_RS07705,0.6197,1.7284,-1.1087,-1.6275,1.0517,-2.6792
SL1344_RS07710,-0.9653,-1.4416,0.4763,0.6945,0.2037,0.4908
SL1344_RS07720,0.6197,0.1434,0.4763,2.2794,-0.5333,2.8127
SL1344_RS07725,0.6197,1.7284,-1.1087,-0.0425,1.7886,-1.8311
SL1344_RS07740,0.6197,2.4653,-1.8456,-2.3644,-1.2703,-1.0941
SL1344_RS07745,0.6197,-1.4416,2.0613,-0.0425,2.274,-2.3165
SL1344_RS07755,2.9416,2.4653,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS07775,-1.3063,-4.1045,2.7982,-0.3474,-2.6037,2.2563
SL1344_RS07785,1.1672,-0.7497,1.9169,1.3111,0.8203,0.4908
SL1344_RS07800,0.1201,-0.4593,0.5794,0.1353,-1.3348,1.4701
SL1344_RS07840,2.2046,2.4653,-0.2607,-1.2649,-1.0187,-0.2462
SL1344_RS07850,-0.7588,-0.3871,-0.3717,0.247,0.6891,-0.4421
SL1344_RS07855,0.1343,-0.342,0.4763,-0.7795,0.3147,-1.0942
SL1344_RS07860,-0.9653,0.1434,-1.1087,1.095,0.6042,0.4908
SL1344_RS07880,-1.8828,-1.6221,-0.2607,0.1985,0.5308,-0.3323
SL1344_RS07900,0.6197,2.9508,-2.3311,-0.0425,2.9261,-2.9686
SL1344_RS07905,1.3566,-0.2192,1.5758,-1.142,-0.9808,-0.1612
SL1344_RS07920,0.7801,-1.1367,1.9168,-0.0425,-0.1374,0.0949
SL1344_RS07930,-0.9653,-0.3041,-0.6612,-0.294,-1.0897,0.7957
SL1344_RS07935,0.4391,0.1434,0.2957,-0.0425,0.1381,-0.1806
SL1344_RS07945,0.4994,-1.3305,1.8299,0.4049,0.5308,-0.1259
SL1344_RS07955,0.3302,-0.1461,0.4763,-0.0425,0.6891,-0.7316
SL1344_RS07970,-2.5502,-3.0265,0.4763,-0.0425,-1.2703,1.2278
SL1344_RS07975,-0.1173,-2.1785,2.0612,-0.0425,-0.5333,0.4908
SL1344_RS07980,-0.9653,-1.4416,0.4763,-2.3644,-1.2703,-1.0941
SL1344_RS07990,-1.8828,-3.9441,2.0613,-3.5019,-0.8228,-2.6791
SL1344_RS07995,-1.765,-1.0189,-0.7461,-0.6764,-0.6676,-0.0088
SL1344_RS08000,-0.1173,0.1434,-0.2607,0.2623,1.1606,-0.8983
SL1344_RS08005,0.2163,-0.2599,0.4762,0.5547,0.6891,-0.1344
SL1344_RS08010,0.7509,1.0365,-0.2856,-0.7488,0.2939,-1.0427
SL1344_RS08035,1.3566,1.7284,-0.3718,3.6579,3.1671,0.4908
SL1344_RS08060,2.2046,1.7284,0.4762,-2.8499,-0.5333,-2.3166
SL1344_RS08065,0.6197,0.1434,0.4763,-0.0425,2.274,-2.3165
SL1344_RS08075,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS08080,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS08085,0.003,1.0461,-1.0431,1.3981,2.0856,-0.6875
SL1344_RS08090,1.7192,0.7955,0.9237,2.2794,3.5542,-1.2748
SL1344_RS08095,-2.5502,-3.0265,0.4763,1.5425,3.1671,-1.6246
SL1344_RS08100,-0.6027,-0.342,-0.2607,3.1274,2.274,0.8534
SL1344_RS08105,0.6197,-1.7311,2.3508,0.6945,0.6891,0.0054
SL1344_RS08110,-1.6174,-1.2005,-0.4169,-0.96,-0.3728,-0.5872
SL1344_RS08115,0.6197,0.1434,0.4763,-1.2649,-1.7557,0.4908
SL1344_RS08120,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS08130,0.6197,-2.1785,2.7982,-1.6275,-0.5333,-1.0942
SL1344_RS08135,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
SL1344_RS08140,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS08145,2.2046,1.7284,0.4762,-0.0425,-0.5333,0.4908
SL1344_RS08150,0.6197,0.1434,0.4763,-2.3644,-2.8552,0.4908
SL1344_RS08155,-0.2283,-0.7046,0.4763,-1.6275,-0.2438,-1.3837
SL1344_RS08160,-2.8398,-3.316,0.4762,1.5425,1.0517,0.4908
SL1344_RS08170,-1.7022,-0.5936,-1.1086,0.6945,-0.5333,1.2278
SL1344_RS08185,1.1051,0.9914,0.1137,-0.9754,-0.1707,-0.8047
SL1344_RS08190,-2.1877,-0.342,-1.8457,-0.8905,-0.8959,0.0054
SL1344_RS08195,0.6197,0.1434,0.4763,-0.5279,-3.3407,2.8128
SL1344_RS08200,0.3252,-0.9248,1.25,-0.0045,-0.7848,0.7803
SL1344_RS08215,-0.6829,-0.4222,-0.2607,0.9144,0.5887,0.3257
SL1344_RS08240,0.6197,0.1434,0.4763,0.247,0.6891,-0.4421
SL1344_RS08270,2.2046,1.7284,0.4762,-0.0425,2.6366,-2.6791
SL1344_RS08295,-0.5647,-2.9155,2.3508,1.1799,1.3412,-0.1613
SL1344_RS08300,0.1343,0.506,-0.3717,0.3201,-1.7557,2.0758
SL1344_RS08305,-1.7022,1.2809,-2.9831,-0.0425,0.2037,-0.2462
SL1344_RS08310,-0.9653,0.1434,-1.1087,-2.8499,-3.3407,0.4908
SL1344_RS08320,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
SL1344_RS08345,-0.4799,0.324,-0.8039,-1.2649,1.4142,-2.6791
SL1344_RS08350,0.6197,2.4653,-1.8456,-0.0425,-2.1183,2.0758
SL1344_RS08355,-0.9653,0.1434,-1.1087,-0.7795,-0.0479,-0.7316
SL1344_RS08365,0.6197,1.7284,-1.1087,2.2794,2.6366,-0.3572
SL1344_RS08370,0.6197,-0.7046,1.3243,-0.7795,-0.0479,-0.7316
